Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,9500,1,1,141.0,1,3,1,9,9,-0.18515477530045923,0,0,0,1,0,0,19,0,0,8,8,7,0.80249009716346,0,0,8,8,7,0.8246325482725244,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,1,3,9500,1,1,142.0,1,1,1,4,7,0.28718284339754024,1,0,0,1,0,0,18,0,0,8,8,7,0.8409004146222927,0,0,8,8,7,0.8603286097625056,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,7,1,9991,0,40,120.0,1,43,3,3,3,-0.4882968290917123,0,0,0,1,0,0,27,0,0,5,5,5,0.944312807780689,0,0,5,6,5,0.7257819164541148,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,1
1,1,3,9556,1,1,122.0,1,19,19,3,10,-0.9606344477897117,1,0,0,1,0,1,20,0,0,7,7,7,0.4892982778837454,0,0,8,8,8,0.9300045759400652,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,2,9853,1,1,131.0,1,1,1,2,9,-0.35435034020720463,1,0,0,1,0,0,20,0,0,6,6,6,0.5927106710421417,0,0,6,6,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,1,2,9085,1,1,120.0,1,38,1,9,3,-0.6081436875673243,1,0,0,1,0,0,20,0,0,5,11,5,0.3514150870058838,2,0,5,7,5,0.45668852983733305,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,1,9147,1,1,131.0,1,3,19,1,4,-0.5728946115450855,0,0,0,1,0,0,19,0,0,5,6,5,0.5720281924104625,0,0,5,6,5,0.5335723545849851,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,1,2,9085,1,1,130.0,1,37,19,9,8,0.14618653930858524,0,0,0,1,0,0,20,0,0,5,7,4,0.23076729498775467,0,0,5,9,2,0.053048449912160574,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,43,3,171,1,1,120.0,1,37,37,9,9,1.1543101135446143,1,0,0,1,0,1,20,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,1,171,1,1,136.0,1,3,3,1,2,1.8028931123538066,1,0,0,1,0,0,20,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,1
1,53,1,9085,1,42,160.0,1,1,19,4,6,2.028487198896134,1,0,0,1,0,0,27,0,7,12,17,11,0.8465410906127511,0,4,9,10,7,0.7532404252925619,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,2,9085,1,1,157.0,1,3,3,5,2,1.9015905252160754,1,0,0,1,0,0,18,0,0,6,7,6,1.1097726368341232,0,0,6,6,6,1.0461311862359977,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,9500,1,1,150.0,1,19,1,4,4,0.7665702772999881,0,0,0,1,0,0,18,0,0,7,10,7,0.9329374445332654,0,0,8,8,8,1.0607070780110734,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,17,1,9500,1,1,148.0,1,1,37,9,7,1.1543101135446143,0,0,0,1,0,1,18,0,0,7,7,7,0.5808921118240385,0,0,8,8,8,0.9324071954634292,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,9085,1,1,120.0,1,37,37,9,1,-0.2627027425493841,0,0,0,1,0,0,20,0,0,5,8,5,0.7305938619200033,2,0,5,6,4,0.2933104022485728,2,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,1,9773,1,1,150.0,1,1,1,4,4,0.7877197229133301,1,0,0,1,0,0,19,0,0,6,7,6,0.696123064200538,0,0,6,7,5,0.9179914783232447,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,1
1,17,1,9238,1,1,158.0,1,1,1,5,6,0.9569152878200765,0,0,0,1,0,1,20,0,0,6,9,6,0.1445903006890912,0,0,6,6,6,0.405432646672232,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,4,9500,1,1,145.0,1,3,19,1,5,0.21668469135306273,1,0,0,1,0,0,18,0,0,8,8,8,0.6467436464674039,0,0,8,8,8,0.6798918835578602,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,44,1,9070,1,39,100.0,1,1,38,4,6,-1.5598687401677704,0,0,1,0,0,0,22,0,2,7,9,5,0.19974357704023568,0,5,9,9,5,-0.04305633102240432,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,17,1,8014,0,1,136.0,1,37,37,5,8,0.3929300714642565,0,0,1,1,0,1,22,0,1,6,7,4,0.43759208130454724,0,1,6,8,5,0.5335723545849851,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,39,1,9991,0,1,133.1,1,1,1,4,2,0.05453894165076468,0,0,0,1,0,0,25,0,0,5,12,4,0.3858858847253491,0,0,5,10,4,0.14915323084672547,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,1
1,1,1,9085,1,1,148.0,1,19,3,4,2,0.6749226796421665,0,0,0,1,0,0,19,0,0,6,13,6,0.9665862463071131,0,0,6,9,6,0.7257819164541148,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,44,1,9130,1,39,130.0,1,3,1,4,1,0.21668469135306273,1,0,0,0,0,0,21,0,1,6,12,5,0.5483910739742578,0,0,6,10,4,0.3413627927158553,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,39,1,9500,1,40,130.0,1,1,1,4,4,2.813202129303205,1,0,0,1,0,0,27,0,1,7,7,7,0.8527189738403951,0,1,8,9,8,0.740731549043936,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,17,4,9500,1,1,136.0,1,1,1,4,9,0.11093746328634649,1,0,0,1,0,0,18,0,0,7,7,6,0.4410391610764936,0,0,7,7,6,0.48872345681552126,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,17,3,9254,1,1,122.0,1,1,1,4,4,-0.023009025598161172,0,0,0,0,0,0,18,0,0,5,5,5,-0.04844616653991529,0,0,6,13,0,-1.9651519497137022,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,17,1,9556,1,1,140.0,1,3,3,1,7,0.32948173462422636,1,0,0,1,1,0,19,0,0,7,0,0,-2.1994239442345584,0,0,7,0,0,-1.9651519497137022,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
5,39,1,9991,0,1,110.0,1,1,1,3,3,-0.5587949811361898,0,0,0,1,1,1,35,0,0,5,10,4,-0.027763687908236103,0,0,5,6,5,0.45668852983733305,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,17,1,9085,1,1,130.0,1,37,36,4,90,0.04748912644631633,0,0,0,1,1,0,23,0,0,5,6,4,0.7478292607797362,0,0,5,6,5,0.6104561793326371,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,39,1,9500,1,1,133.1,1,1,37,9,9,-1.8982598699812623,0,0,0,1,1,0,28,0,0,7,11,3,0.26523809270722,1,0,7,17,0,-1.9651519497137022,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,1,1,9119,1,1,128.0,1,38,38,9,7,-0.17105514489156354,1,0,0,1,1,0,19,0,0,5,10,3,0.006707109811229211,0,0,5,9,2,0.7257819164541148,2,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,1,1,9773,1,1,117.0,1,1,19,4,4,-1.2426270559676218,0,0,0,1,1,0,19,0,0,6,11,4,0.33417968814615095,0,0,6,10,3,0.4695025006286083,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,1,2,9670,1,1,124.0,1,19,1,9,4,-0.6504425787940104,1,0,1,1,1,0,20,0,0,5,5,4,0.28247349156695284,0,0,5,6,5,0.2644789679682033,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,1,9670,1,1,124.0,1,2,2,3,3,-0.1569555144826678,1,0,0,1,1,0,21,0,0,5,7,3,0.07564870525016021,0,0,5,5,4,0.4855199641177026,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,3,9070,1,1,128.0,1,37,37,5,5,-0.17105514489156354,1,0,0,1,1,0,18,0,0,6,6,6,0.7305938619200033,0,0,6,8,5,0.5335723545849851,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,5,9070,1,1,125.0,1,3,3,2,2,0.9780647334334206,1,0,0,1,1,0,22,0,0,6,6,6,0.8340062550783996,0,0,6,6,6,0.9179914783232447,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,3,9085,1,1,121.0,1,38,1,9,9,-1.0593318606519797,1,0,0,1,1,0,21,0,0,5,11,0,-2.1994239442345584,0,0,5,10,5,0.3962798103927496,1,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,7,1,9556,1,3,140.0,1,3,3,2,2,0.9216662117978377,0,0,1,0,1,0,38,0,0,7,8,3,0.42035668244481444,0,0,5,5,0,-1.9651519497137022,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,1,1,171,1,1,124.0,1,19,1,9,9,-0.40369904663833905,1,0,0,1,1,0,20,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1
1,43,4,171,1,1,136.0,1,37,37,9,9,-0.22040385132269796,1,0,0,1,1,0,19,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,7,1,9119,1,1,140.8,1,34,34,0,0,0.49867729953097273,0,0,0,1,1,0,24,0,0,5,0,0,-2.1994239442345584,0,0,5,0,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,18,3,9070,1,1,142.0,1,1,37,4,7,0.2730832129886455,1,0,0,0,1,0,19,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,1,1,9500,1,1,133.0,1,37,38,9,9,0.23078432176195743,1,0,0,1,1,1,19,0,0,7,7,7,0.6340756283055001,0,0,8,9,8,0.7300532400512066,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,1,1,9147,1,1,131.0,1,3,19,3,10,-0.2556529273449367,0,0,0,1,1,0,19,0,0,5,7,5,0.24110853430359444,0,0,5,8,4,0.4182466174635073,2,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,1
1,39,1,9119,1,3,130.0,1,3,3,3,10,1.4574521673358665,0,0,0,1,1,0,31,0,0,5,0,0,-2.1994239442345584,0,0,5,0,0,-1.9651519497137022,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,17,1,9670,1,1,120.0,1,38,37,9,8,-0.9535846325852634,1,0,0,1,1,1,19,0,0,6,6,6,0.5582398733226764,0,0,6,7,6,0.5884893722618795,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,17,1,9070,1,1,141.0,1,19,38,4,5,0.4775278539176287,1,0,0,1,1,0,22,0,0,6,7,5,0.1583786197768773,0,0,6,6,6,0.37339771969404345,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,39,1,9085,1,1,130.0,1,34,1,0,2,0.08978801767300243,0,0,0,1,1,0,25,0,0,5,5,0,-2.1994239442345584,0,0,5,5,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,1,9500,1,1,168.0,1,1,1,5,5,2.4021274047318655,1,0,0,1,1,0,18,0,0,7,7,7,1.1097726368341232,0,0,8,9,0,-1.9651519497137022,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,7,1,9500,1,3,130.0,1,37,37,90,90,0.21668469135306273,1,0,0,1,1,0,30,0,0,8,8,0,-2.1994239442345584,8,0,8,8,0,-1.9651519497137022,8,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,1,9500,1,1,156.0,1,38,37,9,9,2.0707860901228217,0,0,0,1,1,1,18,0,0,8,8,8,1.0340230588455979,0,0,8,8,8,1.0398042881578056,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,1,9773,1,1,137.0,1,1,1,5,5,0.16733598492192928,1,0,0,1,1,0,18,0,0,6,6,6,0.6271814687616071,0,0,6,6,6,0.8218866973886797,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,17,6,9773,1,1,131.0,1,34,34,0,0,0.16733598492192928,0,0,0,1,1,0,18,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,1,9238,1,1,130.0,1,38,38,7,7,0.6608230492332718,1,0,0,1,1,0,18,0,0,6,8,6,0.3858858847253491,0,0,6,7,6,0.24525801178129036,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,39,1,9670,1,1,133.1,1,1,19,4,9,0.9216662117978377,0,0,0,1,1,1,25,0,0,6,8,6,0.34156628765746516,0,0,6,6,6,0.5335723545849851,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,1,1,9119,1,1,131.0,1,3,1,4,1,0.6326237884154804,0,0,0,1,1,0,18,0,0,5,10,2,0.696123064200538,0,0,5,7,3,0.14915323084672547,1,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,1,5,171,1,1,160.0,1,1,1,4,4,0.9005167661844937,0,0,0,1,1,0,18,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,1,4,9147,1,1,117.0,1,1,38,8,9,-0.6997912852251448,1,0,0,1,1,0,19,0,0,5,5,4,0.02394250867096205,0,0,5,6,4,0.3894151831831377,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,39,1,9556,1,19,133.1,1,19,1,7,10,-1.5457691097588748,0,0,0,1,1,0,25,0,0,7,14,4,0.47895703856790567,1,0,7,11,4,0.5575985498186263,1,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,1,3,9500,1,1,130.0,1,37,38,9,5,0.2519337673753015,1,0,0,1,0,0,19,0,0,7,7,6,0.3755446454095093,0,0,7,7,6,0.42785709555696355,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,44,1,9991,0,39,130.0,1,37,37,9,9,0.21668469135306273,0,0,0,1,0,0,31,0,2,6,12,4,0.33417968814615095,0,3,7,9,7,0.3413627927158553,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,1,3,9500,1,1,137.0,1,19,19,5,4,0.322431919419779,1,0,0,1,0,1,20,0,0,8,8,8,0.5681502276670225,0,0,8,8,8,0.6068522500475907,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,42,1,9500,1,1,133.1,41,3,1,3,10,-1.8982598699812623,1,0,0,0,0,0,33,1,1,7,10,5,0.31556545737763964,0,0,6,7,5,0.21450448188222956,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,44,1,9085,1,39,140.0,1,1,3,9,4,0.9216662117978377,0,0,1,0,0,0,24,0,2,6,11,4,0.3858858847253491,0,1,6,18,2,0.24525801178129036,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,17,4,9238,1,1,140.0,1,19,37,9,9,0.23078432176195743,1,0,0,1,0,1,18,0,0,6,8,6,0.43759208130454724,0,0,6,10,6,0.37339771969404345,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,17,2,9500,1,1,135.0,1,1,19,4,10,0.46342822350873397,1,0,0,1,0,0,19,0,0,8,8,8,0.5601357671972468,0,0,8,8,8,0.5994041295251619,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,4,9500,1,1,140.0,1,38,38,7,7,0.44227877789538994,1,0,0,1,0,1,20,0,0,7,10,7,0.7323174018059769,0,0,8,14,6,0.5395789033933953,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
2,39,1,9500,1,1,100.0,1,37,38,4,4,0.21668469135306273,0,0,0,1,1,1,33,0,0,8,16,1,-0.1311760810666324,1,0,8,16,1,-0.04305633102240432,1,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,39,1,9119,1,1,160.0,1,38,37,7,7,0.14618653930858524,0,0,0,1,1,0,24,0,0,5,9,0,-2.1994239442345584,0,0,5,8,2,0.8218866973886797,2,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,39,1,9991,0,19,133.1,1,2,1,2,4,-1.8982598699812623,0,0,0,1,1,0,24,0,0,5,7,0,-2.1994239442345584,0,0,5,7,0,-1.9651519497137022,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,17,1,9085,1,1,128.0,1,38,37,9,9,-0.7350403612473836,1,0,0,1,1,0,18,0,0,5,6,5,0.28247349156695284,0,0,5,8,5,0.36882130155430226,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,2,9254,1,1,121.0,1,37,37,9,9,-0.19220459050490657,1,0,0,1,0,1,18,0,0,6,8,6,-0.01299048888560811,0,0,6,9,5,0.22603705559437745,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,51,1,9085,1,1,127.0,1,3,3,2,8,0.8370684293444656,1,0,0,1,0,0,22,0,4,12,19,11,0.7279422620954287,0,5,12,20,12,1.000367004838586,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,1,9773,1,1,132.0,1,2,1,9,9,-0.037108656007055874,1,1,0,1,0,1,18,0,0,6,9,6,0.11011950296962551,0,0,6,11,5,0.4182466174635073,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,171,1,1,147.0,1,19,19,3,10,1.7605942211271204,1,0,0,1,0,0,21,0,13,17,20,17,0.28247349156695284,0,14,17,18,17,0.4695025006286083,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
2,39,1,9991,0,1,110.0,1,37,37,5,1,-0.4882968290917123,1,0,0,1,0,0,38,0,0,5,11,3,0.1445903006890912,0,0,5,9,4,0.3413627927158553,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,43,1,9238,1,1,142.0,1,34,34,99,99,0.3506311802375704,0,0,0,1,0,1,29,0,9,16,17,16,0.4041351305768311,0,10,13,14,13,0.6022186266811029,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,44,1,9130,1,39,130.0,1,38,37,4,9,0.21668469135306273,1,0,0,1,0,1,20,0,0,6,11,4,0.28247349156695284,0,0,6,9,4,0.10110084037944303,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,1
1,17,1,9254,1,1,131.0,1,38,37,4,9,0.33653154982867367,1,0,0,0,0,0,18,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
2,43,1,9991,0,1,110.0,1,37,37,9,9,0.3929300714642565,0,0,0,1,1,0,37,0,7,12,13,12,0.33417968814615095,0,8,13,13,13,0.5040016527589656,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,3,9147,1,1,128.0,1,3,3,5,10,-0.7350403612473836,0,0,0,1,1,0,20,0,0,5,7,5,0.19974357704023568,0,0,5,5,5,0.49513044221115926,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9130,1,1,136.0,1,19,19,90,8,0.49162748432652537,1,0,0,0,1,0,20,0,0,5,7,4,0.4892982778837454,0,0,5,11,3,0.3413627927158553,2,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
2,39,1,9119,1,1,120.0,1,37,38,9,10,1.3023562328380167,0,0,1,1,1,0,40,0,0,5,11,3,0.006707109811229211,0,0,5,5,2,0.43746757365042016,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
2,39,1,8014,0,1,140.0,1,37,3,9,10,2.813202129303205,0,0,0,1,1,0,44,0,5,11,21,9,0.3514150870058838,0,8,11,16,9,0.14915323084672547,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,1,1,9147,1,1,118.0,1,1,1,9,9,-1.1227801974920097,0,0,0,0,1,0,21,0,0,5,7,2,0.07564870525016021,0,0,5,9,3,0.23152875736206685,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,44,1,9070,1,39,120.0,1,2,19,3,8,-0.4882968290917123,0,0,0,1,1,0,21,0,2,7,10,6,0.5779374720195137,0,5,9,9,8,0.5575985498186263,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,1,6,9500,1,1,151.0,1,3,1,2,1,0.20258506094416803,1,0,0,1,1,0,18,0,0,8,10,8,0.5004151101482732,2,0,8,10,8,0.543903618535451,2,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,5,9500,1,1,130.0,1,1,3,9,10,-0.6222433179762199,1,0,0,1,1,0,18,0,0,7,10,6,0.289860091078267,0,0,8,9,7,0.6777295259868324,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,1
1,39,1,9003,1,1,140.0,1,3,1,5,9,0.21668469135306273,0,0,0,1,1,0,27,0,0,6,6,6,0.7305938619200033,0,0,6,7,6,0.6937469894759266,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
2,39,1,9070,1,19,133.1,1,37,37,9,10,-0.04415847121150422,0,0,0,0,1,0,38,0,0,6,6,0,-2.1994239442345584,0,0,6,8,0,-1.9651519497137022,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,18,1,9130,1,1,146.0,1,3,3,5,2,0.7665702772999881,0,0,0,1,1,0,18,0,0,6,11,5,0.6133931496738209,0,0,6,13,3,0.4695025006286083,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,17,4,9254,1,1,122.0,1,1,1,4,2,-0.7632396220651749,1,0,0,1,1,0,19,0,0,6,7,5,0.3238384488303112,0,0,6,12,2,0.3413627927158553,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,1,1,9130,1,1,121.0,1,3,19,2,9,-0.8125883284963084,1,0,0,1,1,0,18,0,0,6,8,6,0.6370302681100257,0,0,6,7,5,0.5976422085413617,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,43,1,9773,1,1,127.0,1,1,1,9,6,-1.1932783495364874,0,0,1,0,1,0,19,0,0,6,10,3,0.21353189612802181,0,0,6,11,2,-0.04305633102240432,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,39,1,9670,1,1,133.1,1,37,37,90,90,-1.96875802202574,0,0,1,0,1,0,44,0,0,6,9,1,0.696123064200538,0,0,6,6,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,44,1,9085,1,39,130.0,1,1,1,4,4,0.21668469135306273,1,1,0,1,1,0,26,0,2,6,20,4,0.3858858847253491,0,1,6,16,3,-0.04305633102240432,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,43,1,9130,1,1,156.0,1,19,1,9,4,2.049636644509478,0,0,1,0,1,0,24,0,0,6,11,5,0.2480026938474875,0,0,6,11,4,0.24525801178129036,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,39,1,9003,1,1,130.0,1,19,1,9,6,-0.058258101620399926,1,0,0,0,1,0,27,0,0,6,6,0,-2.1994239442345584,0,0,6,8,0,-1.9651519497137022,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,39,1,9003,1,1,110.0,1,1,1,9,4,-0.4882968290917123,0,0,1,0,1,0,27,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,43,1,9070,1,1,108.0,1,38,38,7,7,-1.5316694793499792,1,0,0,1,1,0,25,0,11,17,18,13,0.18701589788227926,0,10,15,15,10,0.4182466174635073,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,44,1,9003,1,1,120.0,1,3,2,2,6,-0.4882968290917123,1,0,0,1,1,0,21,0,4,9,14,7,0.13474150134067253,2,2,8,15,4,0.3894151831831377,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,1,1,171,1,1,150.0,1,38,19,9,9,0.7665702772999881,1,0,0,1,1,1,19,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,17,2,9070,1,1,152.0,1,39,39,3,3,0.5127769299398675,1,0,0,1,1,0,20,0,0,6,7,5,0.24110853430359444,0,0,6,9,4,0.3413627927158553,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,1
1,44,1,9119,1,39,150.0,1,19,3,5,2,1.6266477322426127,0,0,0,1,1,0,20,0,0,5,16,0,-2.1994239442345584,0,0,5,12,2,0.053048449912160574,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,17,5,9119,1,1,123.0,1,3,1,2,9,-0.7702894372696223,1,0,1,0,1,0,20,0,0,5,5,0,-2.1994239442345584,0,0,5,5,0,-1.9651519497137022,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
1,1,1,9119,1,1,150.0,1,1,1,3,3,1.1613599287490617,0,0,0,0,1,1,18,0,0,5,5,5,0.7374880214638964,0,0,5,5,5,0.7642238288279407,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,1
1,17,1,171,1,1,145.0,1,4,4,3,3,1.1754595591579564,0,0,1,1,1,0,19,0,5,12,12,10,0.4272508419887075,0,4,11,16,10,0.3937835823165268,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,1
1,44,1,9130,1,39,150.0,1,1,37,4,8,1.6266477322426127,1,0,0,0,0,0,22,0,1,6,10,3,0.42035668244481444,0,0,6,7,0,-1.9651519497137022,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,1,4,9670,1,1,125.0,1,4,19,2,5,-0.6292931331806673,1,0,0,1,0,0,19,0,0,6,7,6,0.7847622583363063,0,0,6,8,6,0.9179914783232447,2,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,1,4,9500,1,1,117.0,1,1,1,4,7,-1.2426270559676218,1,0,0,1,0,1,18,0,0,7,7,7,0.5135263242808551,0,0,8,9,7,0.45668852983733305,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,2,9238,1,1,121.0,1,19,19,191,171,-0.5376455355228468,1,0,1,1,0,0,20,0,0,6,7,6,0.42035668244481444,0,0,6,7,6,0.3093278657376671,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,17,1,171,1,1,140.0,41,1,1,5,7,1.3658045696780468,1,0,0,1,0,1,18,1,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,39,1,9773,1,1,130.0,1,1,19,1,3,2.437376480754104,0,0,0,1,1,0,36,0,0,6,7,6,0.9620406466078429,0,0,6,6,6,1.1102010401923745,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
